8.101620324064813528e-03,2.990598119623924869e-02,6.511302260452089818e-02,1.180236047209441974e-01,1.465293058611722432e-01,2.469493898779756003e-01,3.853770754150830369e-01
5.969403059694029789e-02,7.329267073292670964e-02,9.499050094990500737e-02,9.359064093590639677e-02,1.397860213978601995e-01,6.239376062393760247e-02,4.762523747625237447e-01
9.629999999999999671e-02,1.234999999999999848e-01,1.628000000000000003e-01,1.098999999999999838e-01,1.112999999999999962e-01,7.869999999999999218e-02,3.174999999999999489e-01
5.429999999999999410e-02,9.500000000000000111e-02,1.289000000000000146e-01,1.464999999999999913e-01,1.710000000000000131e-01,1.506000000000000116e-01,2.537000000000000366e-01
1.399860013998600406e-03,1.359864013598640307e-02,4.479552044795521298e-02,7.729227077292272208e-02,1.247875212478752327e-01,2.808719128087191486e-01,4.572542745725427515e-01
0.000000000000000000e+00,1.360000000000000098e-02,3.799999999999999906e-02,6.509999999999999121e-02,1.315999999999999948e-01,2.523999999999999577e-01,4.993000000000000216e-01
4.099999999999999478e-03,8.100000000000001296e-03,2.439999999999999808e-02,5.829999999999999766e-02,1.166999999999999982e-01,2.686999999999999944e-01,5.196999999999999398e-01
2.580000000000000002e-02,9.769999999999999518e-02,2.171000000000000152e-01,2.523999999999999577e-01,2.007999999999999785e-01,1.193999999999999923e-01,8.680000000000000215e-02
5.400000000000000286e-03,2.580000000000000002e-02,5.969999999999999613e-02,1.125999999999999918e-01,2.021999999999999909e-01,2.550999999999999934e-01,3.392000000000000015e-01
1.247875212478752327e-01,1.614838516148385250e-01,1.641835816418358573e-01,1.166883311668833190e-01,1.478852114788521133e-01,1.424857514248575319e-01,1.424857514248575319e-01
1.227761667768142301e-01,1.575620038274415102e-01,8.106066065187042535e-02,8.971891677096691109e-02,2.106704110191996437e-01,2.060161119705003208e-01,1.321957289832069449e-01
7.930218280766652972e-02,1.084248750451180000e-02,1.793182645075760973e-02,2.023026880622293133e-01,2.232924244114057599e-01,3.377627033032578607e-01,1.285656874601711630e-01
6.570287790757585455e-02,3.624906727138694357e-02,1.833436971000227123e-01,6.703977969541341508e-02,1.652314102231965676e-01,1.051392920131163922e-01,3.772938757892880801e-01
7.957792007231380416e-02,8.991432786713585146e-02,7.040364806175268553e-02,1.001664414992982644e-01,1.051149066817799044e-01,1.757503425749379344e-01,3.790724132427815141e-01
1.831694482798753784e-02,1.126346220716195438e-02,1.177458194839093308e-01,8.132111446262522969e-02,1.499167466200646281e-01,2.487688152661970686e-01,3.726670971320542036e-01
5.843704912109788652e-02,5.510649737611128529e-02,4.790374592889926758e-02,1.260372669037756466e-01,1.770154362952716109e-01,1.481438973780134782e-01,3.873561069968307069e-01
5.429189155603075106e-02,9.970500905972566608e-02,1.212510713502265441e-01,8.967899509650475998e-02,1.340975577885507308e-01,1.594526508740782555e-01,3.415228242748832854e-01
2.486574708646282703e-02,1.674865971983761637e-01,2.819338085865176202e-01,4.768171154470523393e-02,2.288260987798458879e-01,4.266966531303835464e-02,2.065363714910539161e-01
3.986655236718275597e-02,1.173795460182626288e-01,1.325248920189978918e-01,1.575922578983646183e-01,1.440969758521666866e-01,2.599399326930273979e-01,1.485998431519978957e-01
3.244971329896646772e-02,4.693385214768257263e-02,4.762408167241399815e-02,4.260403643836398191e-02,1.371571380445757438e-01,3.739109714319162614e-01,3.193202069660810438e-01
3.824189146819764740e-02,6.447879836908108897e-03,9.292737247394160238e-02,1.575885976068623073e-01,2.156038022083939798e-01,3.969218473668502667e-01,9.226860903884614995e-02
4.571824860658901812e-02,5.687213945352153494e-02,8.627751080310834542e-02,6.540835382674910214e-02,1.365285266137998554e-01,1.732269580562462996e-01,4.359682626399858929e-01
2.364169569441981755e-02,1.233719315259658531e-03,1.955982404604293332e-02,2.113257173785678955e-01,1.383969841200556328e-01,1.917592761820851865e-01,4.140827832635688432e-01
2.861547081205632198e-02,7.847398234849840837e-02,7.073079313042376914e-02,1.294600165578764228e-01,1.235016806981647092e-01,2.062062612989452592e-01,3.630117951540349774e-01
3.208310078901963069e-02,2.511265058558606947e-02,5.386117696043408315e-02,8.097088414095468534e-02,1.997910136620318355e-01,1.951731892092658793e-01,4.130079846527079934e-01
1.224842777079399453e-01,2.676947103596988894e-03,1.583109041242026505e-01,4.752910049505566781e-02,2.140657680756249681e-01,2.933804494356740955e-01,1.615525530579057789e-01
2.088240549985053915e-02,3.066400972624784907e-02,1.220736144261124201e-01,8.918054360815076687e-02,1.360819904940262226e-01,1.856055470481695058e-01,4.155118891974426965e-01
1.021752366185235822e-01,7.242580526181285894e-02,4.298042133418290139e-02,1.274572029022407182e-01,1.443706669953864208e-01,2.999781096078861231e-01,2.106125572799674162e-01
3.692008087547809375e-02,2.543366188968657765e-02,1.240495335052503451e-01,8.235384732399318730e-02,1.248082278110737714e-01,2.198627474655449054e-01,3.865719011289731055e-01
8.684876028490061406e-02,1.247501949345837524e-01,1.373746033143478928e-02,9.692230355911606032e-02,1.620755428121159469e-01,2.472455066202688678e-01,2.684202314575799830e-01
5.972223686257488451e-02,6.815808146929731859e-02,1.537025431073237858e-01,1.046094312243219526e-01,1.361829158299068809e-01,3.042443304132710358e-01,1.733804610933041279e-01
7.783833719085185045e-03,1.534278100611727313e-01,9.465497583968511541e-02,1.458745026484750129e-01,8.119161563751428612e-02,1.725221314256577820e-01,3.445451306684098602e-01
9.635457430486486785e-03,4.668326534628342017e-02,2.256179793331193062e-01,1.036752074461833317e-01,2.036069215687555112e-01,1.912916814445946578e-01,2.194894874305773347e-01
1.006046851830233978e-02,8.403573861820889945e-02,4.054206854603397553e-02,9.628848238438812712e-02,1.664001742974921261e-01,5.596345299830099429e-02,5.467096146372735221e-01
4.938227862500049054e-02,6.717351286812189848e-02,1.032639726908189531e-01,6.309838373556771185e-02,1.211808071352779154e-01,8.248457187272464908e-02,5.134164730724883885e-01
2.888580948545690225e-02,1.446700058450364201e-01,4.378356411371128049e-02,1.141361897321311603e-01,1.165437122435268452e-01,1.968815504635796909e-01,3.550991681165576175e-01
6.282034794020899260e-02,1.118747538656489349e-01,1.030889193190858560e-01,2.039753879988160101e-01,2.207241244082210896e-01,2.485630412522415456e-01,4.895342521577774469e-02
4.988275851378491665e-02,4.003876439803693427e-02,1.086870054147098946e-01,1.309101596333479278e-01,1.543373442142185192e-01,2.245287855981674685e-01,2.916151822277342487e-01
9.313539479676213872e-02,6.450986328079363896e-02,1.592197748327982276e-01,6.815755582311620875e-02,1.582194043551006513e-01,6.799691772875464391e-02,3.887610891826744908e-01
4.238221718152410111e-02,9.149158355289928324e-02,8.323643013447989611e-03,1.466183148161469829e-01,2.277255814532865852e-01,2.999934963740006899e-01,1.834651636086943594e-01
4.628820331509968938e-02,1.015802237052021162e-01,1.244535436827229474e-01,9.260497834670662620e-02,1.468346302015751392e-01,1.661299617390808170e-01,3.221084590096126021e-01
1.095727389856856505e-02,1.347657120814103708e-02,5.096188323358403355e-02,1.166645106779487656e-01,1.461742736569467682e-01,2.398983766653692284e-01,4.218671106594416020e-01
8.910337384883354472e-02,1.885898200970041738e-01,5.518107299965056139e-02,2.542903782692312181e-02,2.542508570920339883e-01,2.987539761142539163e-01,8.869186202130062424e-02
2.453966911349773558e-02,2.685346508836788937e-02,2.850080619999508999e-02,2.334216629958600908e-01,1.945461744842241769e-01,1.858059466258660808e-01,3.063322754921888880e-01
6.125923052896134480e-02,9.442633650666362732e-02,1.574068626954839289e-01,1.141081112210290821e-01,1.049229291451260343e-01,2.070405562132743293e-01,2.608359736894617642e-01
1.302997233945073566e-02,1.590278685106608358e-01,9.363865337514695741e-02,7.983308342907807775e-02,1.663446367913203883e-01,1.414164542060576402e-01,3.467093313482854100e-01
2.701113300475224688e-02,3.682298134828431574e-02,2.174149881567557507e-01,2.487213193724259752e-01,1.835810437320566646e-01,2.564695190976679640e-01,2.997901528805704818e-02
4.653491635564626500e-02,8.739717158962724552e-02,1.538987513535538809e-01,1.549867083955256963e-01,1.117699051324054921e-01,2.064279910707353394e-01,2.389845561025061016e-01
4.905600247910080203e-02,8.255412415337071153e-02,4.377668786150876873e-02,8.809867928376763357e-02,1.493119423878747354e-01,2.105572554149530429e-01,3.766453084194243961e-01
3.693798834773044659e-02,5.696234399937440823e-02,1.328855767298918744e-01,1.235318162258378233e-01,8.864925399565092012e-02,2.143067399481050905e-01,3.467262807534092772e-01
4.096155289945377365e-02,6.226590312892067713e-02,8.743407667601524325e-02,1.275063742443383885e-01,1.255750362142010190e-01,1.992044723078740809e-01,3.570525845291968592e-01
6.522922206508209586e-02,9.949379043212512597e-02,9.007948040696468761e-02,1.504218520236599299e-01,1.834897262622401104e-01,7.261895963664789788e-02,3.386669691732802079e-01
7.751378549354431824e-02,1.174757635460757232e-01,2.690738204195116355e-03,7.115680748317712578e-02,2.096694380151440107e-01,2.949422028838270468e-03,5.185440452290254187e-01
1.570534453569720490e-01,3.471773813936061825e-02,2.559670955304757869e-02,1.675205591483737710e-01,2.084993415637402814e-01,1.624692923026613278e-01,2.441429139358443356e-01
5.364464754236758504e-02,1.495543217478472429e-02,7.148136925066679581e-02,1.567975727122950524e-01,1.958582796693528194e-01,3.400642316305707569e-01,1.671984670199624101e-01
2.881091607021598819e-02,6.046927187668520165e-02,1.377610122041277863e-01,8.781937248207809243e-02,1.623101248128804575e-01,2.140383981417442461e-01,3.087909044122682523e-01
4.162962120421050821e-02,7.952008706480666322e-02,9.418852553830539542e-02,6.393384628835660499e-02,8.921625357181207916e-02,1.749599307355432509e-01,4.565517355969655466e-01
2.292748385860716651e-02,1.063158738520884050e-01,1.145758542111577905e-01,8.734162742491907716e-02,1.025834301388482417e-01,1.498806473422668595e-01,4.163750831721124701e-01
5.227175614328542080e-02,8.664895555256769966e-02,1.681081833451585628e-01,1.908242048277813407e-01,2.019098439967627612e-01,9.753865835344716073e-02,2.026983977809971582e-01
1.247380561086369744e-01,6.986737063930628655e-02,9.872649207524528125e-02,9.506463527761599419e-02,1.876043548808184469e-01,2.280862159512030973e-01,1.959128750671739194e-01
6.995453822835435986e-02,2.032925461220050009e-02,1.318271405151626163e-01,1.363173279603452082e-01,1.085083465962856514e-01,4.380087082518126229e-02,4.892625212624703845e-01
3.041241593257681952e-02,2.935467939829012815e-02,6.863468951049395139e-02,8.131064875893939670e-02,1.815933044314134992e-01,1.986436595599902211e-01,4.100506024082959389e-01
8.873874666966211078e-02,2.087266010939917427e-01,1.107470828390938683e-03,1.195049420815098157e-01,1.561535256606551847e-01,2.491446015811933368e-01,1.766241120845969126e-01
5.207934378171216044e-02,2.571508169782458358e-02,2.293896473859163843e-01,1.813306601554756647e-01,1.733208856709247958e-01,2.138774427284888258e-01,1.242869385796575438e-01
4.145314039411392842e-02,1.289277172242121183e-01,6.842143456506166732e-02,2.334001385760939018e-01,1.431507932517958326e-01,2.490681375045734891e-01,1.355786384841490000e-01
3.295917117798604495e-02,1.478778928042530638e-01,1.922171834497731630e-02,1.967764617414511641e-01,2.015229942102379768e-01,2.384523909380933948e-01,1.631893707830010254e-01
4.661726119624252929e-02,1.348060344744337648e-02,1.125864219577524389e-01,1.293565780110737529e-01,8.592452570913801380e-02,1.131471893958950620e-01,4.988874202824548076e-01
3.663273733189893744e-02,1.140934812630855014e-02,9.976057302783426783e-02,1.075882736487005498e-01,1.227938179306027056e-01,1.035493844964670840e-01,5.182658654381878671e-01
